,PRODUCTS,RATINGS,PRICES
421,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
422,"Realme X2 (Pearl White, 64 GB)",4.5,16999
423,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
424,"Realme 6 (Comet White, 128 GB)",4.4,15999
425,"Realme X2 (Pearl White, 128 GB)",4.5,19999
426,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
427,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
428,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
429,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
430,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
431,"Realme X2 (Pearl White, 128 GB)",4.5,18999
432,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
433,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
434,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
435,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
436,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
437,"Realme X (Space Blue, 128 GB)",4.5,16999
438,"Realme XT (Pearl White, 64 GB)",4.5,14999
439,"Realme XT (Pearl White, 128 GB)",4.5,17999
440,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
441,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
442,"Realme 6 (Comet White, 64 GB)",4.5,12999
443,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
444,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
445,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
446,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
447,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
448,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
449,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
450,"Realme 6 (Comet White, 128 GB)",4.5,14999
451,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
452,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
453,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
454,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
455,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
456,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
457,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
458,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
459,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
460,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
461,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
462,"Realme X2 (Pearl White, 64 GB)",4.5,16999
463,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
464,"Realme 6 (Comet White, 128 GB)",4.4,15999
465,"Realme X2 (Pearl White, 128 GB)",4.5,19999
466,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
467,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
468,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
469,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
470,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
471,"Realme X2 (Pearl White, 128 GB)",4.5,18999
472,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
473,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
474,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
475,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
476,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
477,"Realme X (Space Blue, 128 GB)",4.5,16999
478,"Realme XT (Pearl White, 64 GB)",4.5,14999
479,"Realme XT (Pearl White, 128 GB)",4.5,17999
480,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
481,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
482,"Realme 6 (Comet White, 64 GB)",4.5,12999
483,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
484,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
485,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
486,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
487,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
488,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
489,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
490,"Realme 6 (Comet White, 128 GB)",4.5,14999
491,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
492,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
493,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
494,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
495,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
496,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
497,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
498,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
499,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
500,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
501,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
502,"Realme X2 (Pearl White, 64 GB)",4.5,16999
503,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
504,"Realme 6 (Comet White, 128 GB)",4.4,15999
505,"Realme X2 (Pearl White, 128 GB)",4.5,19999
506,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
507,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
508,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
509,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
510,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
511,"Realme X2 (Pearl White, 128 GB)",4.5,18999
512,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
513,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
514,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
515,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
516,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
517,"Realme X (Space Blue, 128 GB)",4.5,16999
518,"Realme XT (Pearl White, 64 GB)",4.5,14999
519,"Realme XT (Pearl White, 128 GB)",4.5,17999
520,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
521,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
522,"Realme 6 (Comet White, 64 GB)",4.5,12999
523,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
524,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
525,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
526,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
527,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
528,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
529,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
530,"Realme 6 (Comet White, 128 GB)",4.5,14999
531,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
532,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
533,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
534,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
535,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
536,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
537,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
538,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
539,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
540,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
541,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
542,"Realme X2 (Pearl White, 64 GB)",4.5,16999
543,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
544,"Realme 6 (Comet White, 128 GB)",4.4,15999
545,"Realme X2 (Pearl White, 128 GB)",4.5,19999
546,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
547,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
548,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
549,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
550,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
551,"Realme X2 (Pearl White, 128 GB)",4.5,18999
552,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
553,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
554,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
555,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
556,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
557,"Realme X (Space Blue, 128 GB)",4.5,16999
558,"Realme XT (Pearl White, 64 GB)",4.5,14999
559,"Realme XT (Pearl White, 128 GB)",4.5,17999
560,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
561,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
562,"Realme 6 (Comet White, 64 GB)",4.5,12999
563,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
564,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
565,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
566,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
567,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
568,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
569,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
570,"Realme 6 (Comet White, 128 GB)",4.5,14999
571,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
572,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
573,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
574,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
575,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
576,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
577,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
578,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
579,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
580,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
581,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
582,"Realme X2 (Pearl White, 64 GB)",4.5,16999
583,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
584,"Realme 6 (Comet White, 128 GB)",4.4,15999
585,"Realme X2 (Pearl White, 128 GB)",4.5,19999
586,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
587,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
588,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
589,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
590,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
591,"Realme X2 (Pearl White, 128 GB)",4.5,18999
592,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
593,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
594,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
595,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
596,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
597,"Realme X (Space Blue, 128 GB)",4.5,16999
598,"Realme XT (Pearl White, 64 GB)",4.5,14999
599,"Realme XT (Pearl White, 128 GB)",4.5,17999
600,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
601,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
602,"Realme 6 (Comet White, 64 GB)",4.5,12999
603,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
604,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
605,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
606,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
607,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
608,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
609,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
610,"Realme 6 (Comet White, 128 GB)",4.5,14999
611,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
612,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
613,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
614,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
615,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
616,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
617,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
618,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
619,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
620,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
621,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
622,"Realme X2 (Pearl White, 64 GB)",4.5,16999
623,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
624,"Realme 6 (Comet White, 128 GB)",4.4,15999
625,"Realme X2 (Pearl White, 128 GB)",4.5,19999
626,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
627,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
628,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
629,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
630,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
631,"Realme X2 (Pearl White, 128 GB)",4.5,18999
632,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
633,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
634,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
635,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
636,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
637,"Realme X (Space Blue, 128 GB)",4.5,16999
638,"Realme XT (Pearl White, 64 GB)",4.5,14999
639,"Realme XT (Pearl White, 128 GB)",4.5,17999
640,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
641,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
642,"Realme 6 (Comet White, 64 GB)",4.5,12999
643,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
644,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
645,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
646,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
647,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
648,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
649,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
650,"Realme 6 (Comet White, 128 GB)",4.5,14999
651,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
652,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
653,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
654,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
655,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
656,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
657,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
658,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
659,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
660,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
661,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
662,"Realme X2 (Pearl White, 64 GB)",4.5,16999
663,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
664,"Realme 6 (Comet White, 128 GB)",4.4,15999
665,"Realme X2 (Pearl White, 128 GB)",4.5,19999
666,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
667,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
668,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
669,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
670,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
671,"Realme X2 (Pearl White, 128 GB)",4.5,18999
672,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
673,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
674,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
675,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
676,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
677,"Realme X (Space Blue, 128 GB)",4.5,16999
678,"Realme XT (Pearl White, 64 GB)",4.5,14999
679,"Realme XT (Pearl White, 128 GB)",4.5,17999
680,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
681,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
682,"Realme 6 (Comet White, 64 GB)",4.5,12999
683,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
684,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
685,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
686,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
687,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
688,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
689,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
690,"Realme 6 (Comet White, 128 GB)",4.5,14999
691,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
692,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
693,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
694,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
695,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
696,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
697,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
698,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
699,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
700,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
701,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
702,"Realme X2 (Pearl White, 64 GB)",4.5,16999
703,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
704,"Realme 6 (Comet White, 128 GB)",4.4,15999
705,"Realme X2 (Pearl White, 128 GB)",4.5,19999
706,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
707,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
708,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
709,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
710,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
711,"Realme X2 (Pearl White, 128 GB)",4.5,18999
712,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
713,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
714,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
715,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
716,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
717,"Realme X (Space Blue, 128 GB)",4.5,16999
718,"Realme XT (Pearl White, 64 GB)",4.5,14999
719,"Realme XT (Pearl White, 128 GB)",4.5,17999
720,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
721,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
722,"Realme 6 (Comet White, 64 GB)",4.5,12999
723,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
724,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
725,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
726,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
727,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
728,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
729,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
730,"Realme 6 (Comet White, 128 GB)",4.5,14999
731,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
732,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
733,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
734,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
735,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
736,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
737,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
738,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
739,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
740,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
741,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
742,"Realme X2 (Pearl White, 64 GB)",4.5,16999
743,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
744,"Realme 6 (Comet White, 128 GB)",4.4,15999
745,"Realme X2 (Pearl White, 128 GB)",4.5,19999
746,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
747,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
748,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
749,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
750,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
751,"Realme X2 (Pearl White, 128 GB)",4.5,18999
752,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
753,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
754,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
755,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
756,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
757,"Realme X (Space Blue, 128 GB)",4.5,16999
758,"Realme XT (Pearl White, 64 GB)",4.5,14999
759,"Realme XT (Pearl White, 128 GB)",4.5,17999
760,"Realme 6 (Comet Blue, 64 GB)",4.5,12999
761,"Realme C3 (Frozen Blue, 32 GB)",4.4,6999
762,"Realme 6 (Comet White, 64 GB)",4.5,12999
763,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,18999
764,"Realme 6 Pro (Lightning Blue, 64 GB)",4.6,16999
765,"Realme C3 (Frozen Blue, 64 GB)",4.4,7999
766,"Realme 6 (Comet Blue, 128 GB)",4.5,14999
767,"Realme 5 (Crystal Purple, 32 GB)",4.5,8499
768,"Realme 5s (Crystal Purple, 64 GB)",4.4,9999
769,"Realme 5s (Crystal Blue, 128 GB)",4.4,10999
770,"Realme 6 (Comet White, 128 GB)",4.5,14999
771,"Realme C2 (Diamond Black, 32 GB)",4.4,5999
772,"Realme C2 (Diamond Blue, 32 GB)",4.4,5999
773,"Realme 5 (Crystal Blue, 32 GB)",4.5,8499
774,"Realme C2 (Diamond Ruby, 32 GB)",4.3,6999
775,"Realme 6 Pro (Lightning Blue, 128 GB)",4.6,17999
776,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,12999
777,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,11999
778,"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,11999
779,"Realme 5 Pro (Sparkling Blue, 128 GB)",4.5,14999
780,"Realme 5 Pro (Crystal Green, 128 GB)",4.5,14999
781,"Realme 6 (Comet Blue, 128 GB)",4.4,15999
782,"Realme 5 Pro (Crystal Green, 64 GB)",4.5,12999
783,"Realme 6 (Comet White, 128 GB)",4.4,15999
784,"Realme X2 (Pearl White, 64 GB)",4.5,16999
785,"Realme X2 (Pearl Blue, 128 GB)",4.5,18999
786,"Realme X2 (Pearl White, 128 GB)",4.5,19999
787,"Realme X2 (Pearl Blue, 128 GB)",4.5,19999
788,"Realme C2 (Diamond Black, 32 GB)",4.3,6999
789,"Realme C2 (Diamond Blue, 32 GB)",4.3,6999
790,"Realme 5s (Crystal Red, 128 GB)",4.4,10999
791,"Realme XT (Pearl Blue, 128 GB)",4.5,17999
792,"Realme X2 (Pearl Green, 128 GB)",4.5,19999
793,"Realme X2 (Pearl White, 128 GB)",4.5,18999
794,"Realme X2 (Pearl Blue, 64 GB)",4.5,16999
795,"Realme X2 (Pearl Green, 64 GB)",4.5,16999
796,"Realme X2 (Pearl Green, 128 GB)",4.5,18999
797,"Realme XT (Pearl Blue, 64 GB)",4.5,14999
798,"Realme X (Space Blue, 128 GB)",4.5,16999
799,"Realme XT (Pearl White, 64 GB)",4.5,14999
800,Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows ...,4.5,34990
801,Acer Nitro 5 Ryzen 7 Quad Core - (8 GB/1 TB HDD/256 GB ...,0,66990
802,HP Pavilion 15-EC Ryzen 5 Quad Core - (8 GB/1 TB HDD/12...,4.4,49990
803,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD...,4.5,44990
804,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD...,4.5,44990
805,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/Win...,4,25990
806,Lenovo Ideapad S145 APU Dual Core A6 - (4 GB/1 TB HDD/W...,4.6,18990
807,Acer Swift 3 Core i5 8th Gen - (8 GB/512 GB SSD/Windows...,4.5,54990
808,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD...,4.5,44990
809,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/DOS...,4.1,22990
810,HP 15q APU Dual Core A9 - (4 GB/1 TB HDD/Windows 10 Hom...,4.1,20990
811,Acer Nitro 5 Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows...,4.4,44990
812,Lenovo Ideapad 130 Core i3 7th Gen - (4 GB/1 TB HDD/Win...,4.1,25990
813,Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows ...,4.5,34990
814,HP 15q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home...,4.3,43990
815,HP 15 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) 15...,4.4,21990
816,HP 14q Core i3 7th Gen - (8 GB/256 GB SSD/Windows 10 Ho...,4.3,31490
817,HP 15s Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home...,4.3,36490
818,HP 15 Core i3 8th Gen - (8 GB/1 TB HDD/Windows 10 Home)...,0,33890
819,Avita Liber Core i5 8th Gen - (8 GB/256 GB SSD/Windows ...,4.5,34990
820,Asus VivoBook 14 Core i3 7th Gen - (4 GB/256 GB SSD/Win...,4.3,29990
821,Lenovo Ideapad S145 APU Dual Core A6 - (4 GB/1 TB HDD/W...,4,18990
822,Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/256 GB SSD...,4.6,32990
823,HP 15s Ryzen 3 Dual Core - (4 GB/256 GB SSD/Windows 10 ...,4.7,27990
824,Acer Nitro 5 Ryzen 5 Quad Core - (8 GB/1 TB HDD/Windows...,4.4,49990
825,Dell G3 Series Core i5 8th Gen - (8 GB/1 TB HDD/128 GB ...,4.4,54990
826,Asus VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB O...,4.6,72990
827,Asus VivoBook S Series Core i5 8th Gen - (8 GB/1 TB HDD...,4.5,44990
828,Lenovo Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home...,4.2,52990
829,Asus VivoBook Gaming Core i5 9th Gen - (8 GB + 32 GB Op...,4.6,52990
830,HP 14q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home...,4.2,40990
831,HP Notebook Core i3 8th Gen - (4 GB/1 TB HDD/Windows 10...,3.7,31490
832,HP 15 Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home)...,4.2,33990
833,Acer Aspire 5 Core i3 7th Gen - (4 GB/1 TB HDD/Windows ...,0,25990
834,Asus VivoBook 14 Ryzen 5 Quad Core 2nd Gen - (8 GB/512 ...,4.4,39990
835,Lenovo ideapad S145 Core i5 8th Gen - (8 GB/1 TB HDD/DO...,0,35490
836,Acer Nitro 5 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SS...,4.6,59990
837,Acer Nitro 5 Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB ...,0,54990
838,Lenovo Ideapad 130 Core i5 8th Gen - (8 GB/1 TB HDD/Win...,4.1,40990
